member_casual,rideable_type,start_station_name,rides,total_rides_at_station,total_rides_at_station_by_bike_type,total_rides_by_mem_cas_bike_type,total_length_of_trip_min,total_length_of_trip_day
casual,electric_bike,Damen Ave & Cortland St,2148,13611,4370,1048652,34990.95,24.29
casual,electric_bike,Wells St & Concord Ln,6100,44075,13237,1048652,92454.59,64.23
casual,electric_bike,Ridge Blvd & Touhy Ave,223,812,342,1048652,3553.05,2.46
casual,electric_bike,Western Ave & Congress Pkwy,544,3884,1778,1048652,11199.27,7.78
casual,electric_bike,Wells St & Walton St,996,10284,2612,1048652,14112.03,9.79
casual,electric_bike,California & 16th St,29,45,45,1048652,779.98,0.54
casual,electric_bike,Leavitt St & Armitage Ave,1057,6189,2266,1048652,15342.84,10.65
casual,electric_bike,Hyde Park Blvd & 53rd St,18,46,46,1048652,390.75,0.27
casual,electric_bike,S Wentworth Ave & W 111th St,35,46,46,1048652,629.8,0.44
casual,electric_bike,Clinton St & Jackson Blvd,1513,16686,5579,1048652,25164.17,17.48
casual,electric_bike,Bissell St & Armitage Ave,2384,19502,5277,1048652,33164.38,23.02
casual,electric_bike,Millennium Park,7094,41262,9487,1048652,235691.25,163.65
casual,electric_bike,Kildare Ave & 55th St,44,47,47,1048652,732.33,0.51
casual,electric_bike,N Sheffield Ave & W Wellington Ave,583,1071,1071,1048652,7962.99,5.52
casual,electric_bike,Ellis Ave & 53rd St,383,6447,1323,1048652,7125.3,4.95
casual,electric_bike,Lakefront Trail & Wilson Ave,973,9263,1731,1048652,30067.07,20.88
casual,electric_bike,Ellis Ave & 55th St,537,16175,2985,1048652,7851.62,5.44
casual,electric_bike,Carpenter St & 63rd St,14,48,26,1048652,189.58,0.14
casual,electric_bike,Panama Ave & Grace St,35,48,48,1048652,1265.3,0.88
casual,electric_bike,Dodge Ave & Mulford St,131,560,243,1048652,2187.47,1.52
casual,electric_bike,Rhodes Ave & 32nd St,462,4400,1251,1048652,16137.95,11.2
casual,electric_bike,Leavitt St & Chicago Ave,779,5168,1835,1048652,12213.78,8.49
casual,electric_bike,Broadway & Barry Ave,3993,30768,8520,1048652,67920.72,47.17
casual,electric_bike,Cicero Ave & Wrightwood Ave,13,49,49,1048652,127.83,0.09
casual,electric_bike,Rainbow Beach,73,305,112,1048652,2444.09,1.69
casual,electric_bike,Calumet Ave & 21st St,676,4401,1359,1048652,22361.97,15.53
casual,electric_bike,California Ave & Cortez St,1341,6193,3070,1048652,21547.98,14.96
casual,electric_bike,Doty Ave & 111th St,27,50,34,1048652,319.55,0.22
casual,electric_bike,Troy St & Grace St,138,306,306,1048652,2061.98,1.43
casual,electric_bike,Broadway & Granville Ave,1077,7730,2258,1048652,27529.33,19.11
casual,electric_bike,DuSable Lake Shore Dr & North Blvd,3764,32562,6226,1048652,89613.32,62.21
casual,electric_bike,Mozart Elementary School,41,51,51,1048652,877.65,0.61
casual,electric_bike,N Clark St & W Elm St,20,51,51,1048652,198.82,0.14
casual,electric_bike,Ashland Ave & Lake St,1134,5939,2113,1048652,16347.29,11.37
casual,electric_bike,Hyde Park Blvd & 55th St,16,52,52,1048652,327.7,0.23
casual,electric_bike,Kedzie Ave & 45th St,44,52,52,1048652,654.24,0.45
casual,electric_bike,Kenneth Ave & 50th St,39,52,52,1048652,954.07,0.66
casual,electric_bike,Milwaukee Ave & Rockwell St,873,5172,1833,1048652,13453.26,9.33
casual,electric_bike,Rush St & Hubbard St,1287,10292,3328,1048652,30606.88,21.24
casual,electric_bike,Campbell Ave & Irving Park Rd,26,53,53,1048652,684.15,0.47
casual,electric_bike,Tripp Ave & 15th St,46,53,53,1048652,1357.53,0.94
casual,electric_bike,Long Ave & Belden Ave,165,309,309,1048652,2527.86,1.76
casual,electric_bike,California Ave & Lake St,278,1077,593,1048652,6628.99,4.6
casual,electric_bike,St. Clair St & Erie St,3536,29749,9254,1048652,88464.18,61.43
casual,electric_bike,Kildare Ave & Chicago Ave,42,54,54,1048652,1005.72,0.7
casual,electric_bike,La Villita Park (Albany/30th),41,54,54,1048652,842.48,0.58
casual,electric_bike,Hamlin Ave & Fullerton Ave,31,56,56,1048652,522.57,0.36
casual,electric_bike,W Washington Blvd & N Peoria St,125,312,312,1048652,1987.78,1.38
casual,electric_bike,Kedzie Ave & Bryn Mawr Ave,207,1080,387,1048652,4892.35,3.4
casual,electric_bike,MLK Jr Dr & Pershing Rd,268,1336,413,1048652,5431.2,3.78
casual,electric_bike,California Ave & Division St,899,4408,1762,1048652,16816.45,11.68
casual,electric_bike,Central Ave & Chicago Ave,74,569,278,1048652,1604.19,1.11
casual,electric_bike,Clifton Ave & Armitage Ave,1464,12345,3526,1048652,21071.22,14.63
casual,electric_bike,Pine Grove Ave & Irving Park Rd,2136,15417,4441,1048652,37866.68,26.29
casual,electric_bike,Hoyne Ave & 34th St,33,58,58,1048652,900.3,0.63
casual,electric_bike,Pulaski Rd & 60th St,47,58,58,1048652,532.63,0.37
casual,electric_bike,Ashland Ave & 13th St,260,2874,862,1048652,4523.68,3.14
casual,electric_bike,Rush St & Superior St,2496,20282,6191,1048652,52396.56,36.37
casual,electric_bike,Lakeview Ave & Fullerton Pkwy,3126,25146,6336,1048652,63028.86,43.75
casual,electric_bike,Pulaski Rd & Fullerton Ave,35,59,59,1048652,536.4,0.37
casual,electric_bike,Richmond St & 59th St,53,59,59,1048652,1441.34,1.0
casual,electric_bike,Shabbona Park,49,59,59,1048652,1146.35,0.79
casual,electric_bike,Rockwell St & Eastwood Ave,441,3131,1633,1048652,8841.3,6.15
casual,electric_bike,Augusta Blvd & Laramie Ave,46,60,60,1048652,809.75,0.57
casual,electric_bike,Kenton Ave & Palmer St,12,60,60,1048652,164.14,0.11
casual,electric_bike,State St & 76th St,17,60,24,1048652,450.03,0.31
casual,electric_bike,Wolcott (Ravenswood) Ave & Montrose Ave,884,5436,2034,1048652,14777.72,10.28
casual,electric_bike,State St & Van Buren St,1189,9532,2781,1048652,27433.0,19.05
casual,electric_bike,California Ave & Marquette Rd,54,61,61,1048652,966.45,0.67
casual,electric_bike,Richmond St & Lincoln Ave,30,61,61,1048652,463.1,0.32
casual,electric_bike,Western Ave & 62nd St,27,61,61,1048652,1479.68,1.03
casual,electric_bike,Long Ave & Belmont Ave,170,317,317,1048652,3026.05,2.1
casual,electric_bike,Phillips Ave & 79th St,74,317,107,1048652,3687.9,2.56
casual,electric_bike,Wabash Ave & Cermak Rd,671,3901,1112,1048652,18990.17,13.19
casual,electric_bike,Ogden Ave & Chicago Ave,1960,12349,4479,1048652,27658.63,19.2
casual,electric_bike,Broadway & Waveland Ave,2692,21821,6106,1048652,43958.75,30.53
casual,electric_bike,Wells St & Huron St,3887,31037,10247,1048652,55632.48,38.62
casual,electric_bike,Elizabeth St & 59th St,18,62,31,1048652,599.73,0.42
casual,electric_bike,Leamington Ave & Hirsch St,57,62,62,1048652,1443.68,1.0
casual,electric_bike,Maplewood Ave & 59th St,54,62,62,1048652,1345.86,0.93
casual,electric_bike,Central Park Ave & North Ave,479,1342,703,1048652,11506.68,7.98
casual,electric_bike,Normal Ave & Archer Ave,96,1342,322,1048652,2322.46,1.62
casual,electric_bike,Halsted St & 59th St,12,63,18,1048652,275.05,0.19
casual,electric_bike,Seeley Ave & Garfield Blvd,14,63,22,1048652,475.3,0.33
casual,electric_bike,South Chicago Ave & Elliot Ave,28,63,43,1048652,781.12,0.54
casual,electric_bike,Hoyne Ave & 47th St,88,319,145,1048652,1529.42,1.07
casual,electric_bike,Lavergne & Fullerton,179,319,319,1048652,3091.25,2.15
casual,electric_bike,Pulaski Rd & Eddy St (Temp),154,575,233,1048652,3233.52,2.25
casual,electric_bike,California Ave & Milwaukee Ave,2990,13120,6011,1048652,44797.59,31.12
casual,electric_bike,Bloomingdale Ave & Harlem Ave,50,65,65,1048652,1725.77,1.2
casual,electric_bike,Sacramento Blvd & Fulton Ave,16,65,65,1048652,459.47,0.32
casual,electric_bike,Greenwood Ave & 47th St,405,2113,799,1048652,10711.7,7.44
casual,electric_bike,Logan Blvd & Elston Ave,1506,6977,3324,1048652,23893.47,16.59
casual,electric_bike,Cottage Grove Ave & Oakwood Blvd,232,1602,547,1048652,8626.5,5.99
casual,electric_bike,Cicero Ave & Wellington Ave,6,67,67,1048652,89.8,0.06
casual,electric_bike,Woodlawn & 103rd - Olive Harvey Vaccination Site,41,67,67,1048652,1170.6,0.81
casual,electric_bike,Dorchester Ave & 63rd St,116,835,206,1048652,3094.78,2.15
casual,electric_bike,Sheridan Rd & Lawrence Ave,988,6979,2310,1048652,18715.88,12.99
casual,electric_bike,Elston Ave & George St,141,324,324,1048652,2415.28,1.68
casual,electric_bike,Wood St & Augusta Blvd,942,6468,2263,1048652,14339.44,9.94
casual,electric_bike,Hamlin Ave & 62nd Pl,62,69,69,1048652,1381.96,0.96
casual,electric_bike,Wabash Ave & 83rd St,11,69,28,1048652,278.47,0.19
casual,electric_bike,Woodlawn Ave & 75th St,28,69,37,1048652,760.77,0.53
casual,electric_bike,Sheffield Ave & Willow St,1477,13637,3826,1048652,21319.56,14.82
casual,electric_bike,Parkside Ave & Armitage Ave,56,70,70,1048652,1303.4,0.91
casual,electric_bike,Pulaski & Ann Lurie Pl,46,70,70,1048652,665.27,0.46
casual,electric_bike,Harlem & Irving Park,216,326,326,1048652,3755.79,2.61
casual,electric_bike,Prairie Ave & Garfield Blvd,252,1606,518,1048652,4328.04,3.01
casual,electric_bike,Aberdeen St & Monroe St,1144,11590,3129,1048652,21323.01,14.81
casual,electric_bike,Larrabee St & Armitage Ave,1164,11590,2985,1048652,18011.83,12.52
casual,electric_bike,Racine Ave & 61st St,9,71,31,1048652,323.48,0.23
casual,electric_bike,Washtenaw Ave & Peterson Ave,53,72,72,1048652,1349.43,0.94
casual,electric_bike,Western Ave & Roscoe St,488,2888,954,1048652,9090.54,6.32
casual,electric_bike,Clybourn Ave & Division St,742,7240,2013,1048652,11055.49,7.68
casual,electric_bike,Harding Ave & 26th St,51,73,73,1048652,558.56,0.39
casual,electric_bike,Harper Ave & 59th St,258,4937,948,1048652,5995.87,4.16
casual,electric_bike,Shedd Aquarium,4844,27721,5889,1048652,139836.97,97.13
casual,electric_bike,Racine Ave & 65th St,14,74,23,1048652,318.33,0.22
casual,electric_bike,MLK Jr Dr & 47th St,194,842,297,1048652,4638.75,3.21
casual,electric_bike,Ogden Ave & Roosevelt Rd,245,1610,570,1048652,5051.9,3.51
casual,electric_bike,Avondale Ave & Irving Park Rd,532,1866,1112,1048652,9223.27,6.4
casual,electric_bike,Sheridan Rd & Greenleaf Ave,350,2378,692,1048652,8803.63,6.12
casual,electric_bike,Washtenaw Ave & Lawrence Ave,582,3402,1687,1048652,13326.89,9.26
casual,electric_bike,Campbell Ave & 51st St,57,75,75,1048652,1049.28,0.73
casual,electric_bike,North Ave & New England Ave,45,75,75,1048652,1072.42,0.74
casual,electric_bike,Rockwell St & 57th St,61,75,75,1048652,957.83,0.67
casual,electric_bike,California Ave & Francis Pl (Temp),1130,4939,2189,1048652,18603.45,12.92
casual,electric_bike,Benson Ave & Church St,842,6219,1868,1048652,19563.71,13.57
casual,electric_bike,Long Ave & North Ave,69,76,76,1048652,2368.33,1.64
casual,electric_bike,Western Ave & 111th St,180,332,222,1048652,5091.92,3.53
casual,electric_bike,Morgan St & 18th St,956,5708,2209,1048652,17493.76,12.16
casual,electric_bike,State St & Kinzie St,2792,21068,6610,1048652,63348.43,44.01
casual,electric_bike,Lincoln Ave & Fullerton Ave,3094,23372,6732,1048652,44246.19,30.72
casual,electric_bike,Talman Ave & Addison St,723,3405,1704,1048652,16444.28,11.41
casual,electric_bike,Glenwood Ave & Morse Ave,734,4429,1492,1048652,13759.4,9.55
casual,electric_bike,Financial Pl & Ida B Wells Dr,1034,8013,2579,1048652,17929.97,12.44
casual,electric_bike,DuSable Lake Shore Dr & Diversey Pkwy,1844,16205,3761,1048652,40404.94,28.07
casual,electric_bike,Damen Ave & 33rd St,44,78,78,1048652,926.93,0.65
casual,electric_bike,Kedzie Ave & 104th St,65,78,78,1048652,1655.03,1.15
casual,electric_bike,Ping Tom Park (East),25,78,78,1048652,580.25,0.4
casual,electric_bike,Pulaski Rd & Lake St,120,334,257,1048652,2415.05,1.68
casual,electric_bike,Clark St & Elmdale Ave,513,3662,1152,1048652,9554.33,6.63
casual,electric_bike,Sheridan Rd & Loyola Ave,803,4942,1741,1048652,21459.93,14.89
casual,electric_bike,Commercial Ave & 100th St,39,79,43,1048652,3196.97,2.22
casual,electric_bike,Major Ave & Bloomingdale Ave,63,79,79,1048652,1582.87,1.1
casual,electric_bike,Menard Ave & Division St,68,79,79,1048652,1707.32,1.19
casual,electric_bike,DuSable Lake Shore Dr & Belmont Ave,2161,16975,4461,1048652,48737.52,33.83
casual,electric_bike,Avenue L & 114th St,78,80,80,1048652,2176.27,1.51
casual,electric_bike,Komensky Ave & 55th St,66,80,80,1048652,1070.77,0.74
casual,electric_bike,S Aberdeen St & W 106th St,34,80,80,1048652,1225.46,0.85
casual,electric_bike,MLK Jr Dr & 29th St,598,7760,1831,1048652,14930.75,10.37
casual,electric_bike,Broadway & Cornelia Ave,2867,21840,6338,1048652,50084.3,34.8
casual,electric_bike,Halsted St & 69th St,17,81,22,1048652,612.2,0.42
casual,electric_bike,Hegewisch Metra Station,41,81,55,1048652,1389.15,0.96
casual,electric_bike,Spaulding Ave & 63rd St,56,81,81,1048652,1046.13,0.72
casual,electric_bike,St Louis Ave & Norman Bobbins Ave,69,81,81,1048652,1223.45,0.85
casual,electric_bike,Lincoln Ave & Balmoral Ave,112,337,337,1048652,1850.98,1.28
casual,electric_bike,Drake Ave & Montrose Ave,249,1361,544,1048652,5629.45,3.91
casual,electric_bike,Canal St & Harrison St,374,3409,892,1048652,7015.04,4.87
casual,electric_bike,Western Ave & Division St,1177,6225,2750,1048652,21142.04,14.67
casual,electric_bike,Calumet Ave & 18th St,1190,9809,2965,1048652,34414.1,23.9
casual,electric_bike,Columbus Dr & Randolph St,3030,22097,6971,1048652,80269.3,55.76
casual,electric_bike,Lavergne Ave & 46th St,64,82,82,1048652,2010.63,1.4
casual,electric_bike,Francisco Ave & Foster Ave,357,2386,1080,1048652,8166.35,5.67
casual,electric_bike,Halsted St & Roosevelt Rd,408,5714,1313,1048652,7715.67,5.36
casual,electric_bike,Calumet Ave & 71st St,18,83,28,1048652,459.95,0.32
casual,electric_bike,Elizabeth St & 47th St,17,83,30,1048652,518.85,0.36
casual,electric_bike,Springfield Ave & 47th St,57,83,83,1048652,1094.41,0.76
casual,electric_bike,Western Ave & 21st St,383,1875,980,1048652,7043.94,4.9
casual,electric_bike,Kimball Ave & Belmont Ave,597,2643,1238,1048652,9716.84,6.75
casual,electric_bike,Desplaines St & Randolph St,1733,13139,4121,1048652,26686.03,18.5
casual,electric_bike,Sheffield Ave & Waveland Ave,3626,20563,6597,1048652,63482.95,44.07
casual,electric_bike,Francisco Ave & 47th St,74,84,84,1048652,1497.7,1.05
casual,electric_bike,Lavergne Ave & Division St,73,84,84,1048652,2388.28,1.66
casual,electric_bike,Prospect Sq & 91st St,141,340,202,1048652,4391.38,3.04
casual,electric_bike,N Carpenter St & W Lake St,273,854,854,1048652,3462.53,2.41
casual,electric_bike,Michigan Ave & 114th St,35,87,47,1048652,1445.97,1.0
casual,electric_bike,Cottage Grove Ave & 67th St,34,343,93,1048652,585.6,0.41
casual,electric_bike,Kilbourn & Belden,171,343,343,1048652,2790.07,1.94
casual,electric_bike,Long & Irving Park,362,599,599,1048652,7768.44,5.39
casual,electric_bike,Western Ave & Walton St,1595,7767,2861,1048652,25007.74,17.37
casual,electric_bike,Hale Ave & 107th St,147,344,237,1048652,4247.34,2.94
casual,electric_bike,Wolcott Ave & Polk St,606,10584,3296,1048652,9945.62,6.91
casual,electric_bike,Canal St & Monroe St,1039,10840,3581,1048652,16550.78,11.49
casual,electric_bike,Broadway & Sheridan Rd,2080,15192,4516,1048652,31663.73,21.97
casual,electric_bike,Racine Ave & Fullerton Ave,1579,16984,4033,1048652,22048.68,15.32
casual,electric_bike,Green St & Randolph St,2740,19800,5781,1048652,48668.11,33.8
casual,electric_bike,Monticello Ave & Chicago Ave,53,89,89,1048652,1416.26,0.98
casual,electric_bike,Torrence Ave & 126th Pl,62,89,68,1048652,1558.69,1.09
casual,electric_bike,Kedzie Ave & Roosevelt Rd,110,345,135,1048652,3064.2,2.13
casual,electric_bike,Kedzie Ave & Lake St,279,857,495,1048652,5731.31,3.98
casual,electric_bike,Wood St & 35th St,224,857,393,1048652,4481.51,3.11
casual,electric_bike,Noble St & Milwaukee Ave,1266,10073,3210,1048652,20503.94,14.23
casual,electric_bike,Wabash Ave & Adams St,1460,11097,3223,1048652,38995.99,27.07
casual,electric_bike,Clark St & Randolph St,2248,17497,5941,1048652,40836.61,28.37
casual,electric_bike,Wilton Ave & Belmont Ave,4147,29274,8462,1048652,63332.79,43.96
casual,electric_bike,Greenwood Ave & 91st St,38,91,47,1048652,663.07,0.46
casual,electric_bike,Western Ave & Ardmore Ave,53,91,91,1048652,1108.6,0.77
casual,electric_bike,Austin Blvd & Chicago Ave,70,347,179,1048652,1296.69,0.9
casual,electric_bike,Stockton Dr & Wrightwood Ave,2298,18011,4817,1048652,46444.62,32.25
casual,electric_bike,May St & Cullerton St,414,2396,706,1048652,7530.74,5.22
casual,electric_bike,Halsted St & North Branch St,420,2652,1001,1048652,6884.07,4.78
casual,electric_bike,Wood St & Hubbard St,764,4956,1744,1048652,11084.74,7.7
casual,electric_bike,Harlem Ave & Grace St,65,93,93,1048652,1516.12,1.05
casual,electric_bike,Whipple/Irving Park,50,93,93,1048652,1089.87,0.76
casual,electric_bike,W Armitage Ave & N Sheffield Ave,653,1629,1629,1048652,8466.66,5.87
casual,electric_bike,Bradley Park,44,94,51,1048652,1295.53,0.9
casual,electric_bike,Plainfield & Irving Park,81,94,94,1048652,3359.0,2.33
casual,electric_bike,Ashland Ave & Wrightwood Ave,1199,7774,2394,1048652,16423.11,11.4
casual,electric_bike,Desplaines St & Kinzie St,3273,25694,8668,1048652,44927.19,31.2
casual,electric_bike,Throop St & 52nd St,28,95,40,1048652,767.09,0.53
casual,electric_bike,Hampden Ct & Diversey Ave,529,1375,1375,1048652,7695.83,5.33
casual,electric_bike,Shields Ave & 31st St,202,3423,773,1048652,3694.91,2.56
casual,electric_bike,Halsted St & Maxwell St,1010,9055,2759,1048652,16418.65,11.41
casual,electric_bike,Marshfield Ave & 59th St,30,96,67,1048652,969.98,0.67
casual,electric_bike,Southport Ave & Belmont Ave,1589,11360,3417,1048652,21143.03,14.68
casual,electric_bike,Loomis St & Lexington St,946,18784,4580,1048652,14679.62,10.17
casual,electric_bike,WEST CHI-WATSON,88,97,97,1048652,291.85,0.2
casual,electric_bike,Racine Ave & Belmont Ave,2339,15457,4456,1048652,32121.79,22.33
casual,electric_bike,Lamon Ave & Chicago Ave,64,98,98,1048652,2490.41,1.73
casual,electric_bike,Laramie Ave & Gladys Ave,25,98,40,1048652,1204.78,0.84
casual,electric_bike,Artesian Ave & 55th St,70,99,99,1048652,1381.15,0.96
casual,electric_bike,Milwaukee Ave & Diversey Ave,47,99,99,1048652,644.1,0.45
casual,electric_bike,Roscoe & Harlem,71,99,99,1048652,1714.44,1.19
casual,electric_bike,Indiana Ave & 40th St,134,611,310,1048652,2096.22,1.45
casual,electric_bike,Racine Ave & Wrightwood Ave,1007,9315,2339,1048652,14102.72,9.79
casual,electric_bike,Wood St & Milwaukee Ave,2928,17251,6254,1048652,48087.61,33.39
casual,electric_bike,Rhodes Ave & 71st St,35,100,48,1048652,1404.2,0.98
casual,electric_bike,Kilbourn Ave & Milwaukee Ave,85,356,172,1048652,1517.74,1.05
casual,electric_bike,State St & Pershing Rd,54,356,193,1048652,1407.95,0.98
casual,electric_bike,Halsted St & 21st St,388,2148,675,1048652,6562.61,4.56
casual,electric_bike,Halsted St & Roscoe St,4064,23908,8348,1048652,63014.14,43.76
casual,electric_bike,Spaulding Ave & Armitage Ave,1109,4453,1987,1048652,20802.51,14.45
casual,electric_bike,Ravenswood Ave & Lawrence Ave,2008,14437,5625,1048652,32181.62,22.36
casual,electric_bike,Morgan St & Lake St,3076,21093,6982,1048652,54095.37,37.56
casual,electric_bike,Damen Ave & 51st St,37,102,43,1048652,274.55,0.19
casual,electric_bike,Fullerton & Monitor,39,102,102,1048652,928.23,0.64
casual,electric_bike,Washtenaw Ave & Polk St,50,102,102,1048652,895.57,0.62
casual,electric_bike,Eberhart Ave & 61st St,298,614,387,1048652,7165.15,4.98
casual,electric_bike,Spaulding Ave & Division St,597,2406,1231,1048652,10694.32,7.42
casual,electric_bike,Wells St & Evergreen Ave,3840,26214,7761,1048652,58794.9,40.83
casual,electric_bike,Archer Ave & 43rd St,54,103,103,1048652,968.98,0.67
casual,electric_bike,Torrence Ave & 106th St,64,103,72,1048652,2081.25,1.44
casual,electric_bike,California Ave & 23rd Pl,121,871,347,1048652,4028.21,2.79
casual,electric_bike,Valli Produce - Evanston Plaza,277,1127,610,1048652,5980.89,4.15
casual,electric_bike,Lake Shore Dr & Diversey Pkwy,722,5991,1192,1048652,15616.44,10.85
casual,electric_bike,Greenview Ave & Fullerton Ave,1824,13671,4419,1048652,25352.49,17.61
casual,electric_bike,Ashland Ave & 66th St,38,104,67,1048652,1512.15,1.05
casual,electric_bike,Kildare Ave & Division St,75,104,104,1048652,1736.23,1.21
casual,electric_bike,Tripp Ave & 65th St,79,104,104,1048652,1791.28,1.25
casual,electric_bike,Kilpatrick Ave & Parker Ave,215,360,360,1048652,3707.99,2.58
casual,electric_bike,Avenue O & 134th St,43,105,57,1048652,2228.15,1.55
casual,electric_bike,Wentworth Ave & 104th St,42,105,67,1048652,1573.59,1.09
casual,electric_bike,,355945,823145,823145,1048652,6431286.01,4464.55
casual,electric_bike,Halsted St & 56th St,19,106,37,1048652,730.5,0.51
